"","Observation ID","Observation Date","Platform","Depth","depth_class","Survey_Length","First Five Activity","Group Size","biopsy_day","Bowride_in_survey"
"89499",21959,2016-10-04,"MAZIWA",7.1,"(6,9]",6,NA,3,0,0
"89502",21960,2016-10-04,"MAZIWA",4.2,"(3,6]",5,"TRAVEL",1,0,0
"89503",21961,2016-10-04,"MAZIWA",6.8,"(6,9]",16,"REST",8,0,1
"89511",21962,2016-10-04,"MAZIWA",2.5,"(0,3]",10,"REST",2,0,1
"89513",21963,2016-10-04,"MAZIWA",2,"(0,3]",5,"FORAGE",1,0,1
"89514",21964,2016-10-05,"MAZIWA",3.5,"(3,6]",5,NA,3,0,1
"89517",21965,2016-10-05,"MAZIWA",7.2,"(6,9]",5,"FORAGE",1,0,0
"89518",21966,2016-10-05,"MAZIWA",3.8,"(3,6]",6,"FORAGE",1,0,0
"89519",21967,2016-10-05,"MAZIWA",1.8,"(0,3]",8,"REST",3,0,1
"89522",21968,2016-10-05,"MAZIWA",4.3,"(3,6]",6,"TRAVEL",2,0,0
"89524",21969,2016-10-05,"MAZIWA",5.1,"(3,6]",14,"FORAGE",2,0,0
"89526",21970,2016-10-05,"MAZIWA",6.2,"(6,9]",6,NA,1,0,0
"89527",21971,2016-10-05,"MAZIWA",8.7,"(6,9]",5,"FORAGE",1,0,0
"89528",21972,2016-10-05,"MAZIWA",4.7,"(3,6]",6,"FORAGE",2,0,0
"89530",21973,2016-10-05,"MAZIWA",5.4,"(3,6]",17,"REST",2,0,0
"89534",21974,2016-10-05,"MAZIWA",7.5,"(6,9]",4,NA,2,0,0
"89536",21975,2016-10-05,"MAZIWA",8.2,"(6,9]",6,"FORAGE",1,0,0
"89537",21976,2016-10-05,"MAZIWA",7.9,"(6,9]",5,NA,1,0,0
"89538",21977,2016-10-05,"MAZIWA",7.3,"(6,9]",4,NA,1,0,0
"89539",21978,2016-10-05,"MAZIWA",10.3,"(9,12]",6,"REST",6,0,0
"89545",21979,2016-10-05,"MAZIWA",10.1,"(9,12]",5,NA,3,0,0
"89548",21980,2016-10-05,"MAZIWA",8.3,"(6,9]",10,"FORAGE",1,0,0
"89549",21981,2016-10-05,"MAZIWA",7.8,"(6,9]",6,"REST",1,0,0
"89550",21982,2016-10-05,"MAZIWA",6.2,"(6,9]",5,NA,2,0,0
"89552",21983,2016-10-05,"MAZIWA",8.5,"(6,9]",11,"REST",11,0,0
"89563",21984,2016-10-05,"MAZIWA",7.9,"(6,9]",12,"TRAVEL",5,0,0
"89568",21985,2016-10-05,"MAZIWA",2.4,"(0,3]",5,"REST",1,0,0
"89569",21986,2016-10-05,"MAZIWA",2.5,"(0,3]",5,NA,1,0,1
"89570",21987,2016-10-05,"MAZIWA",3.6,"(3,6]",5,NA,2,0,1
"89572",21988,2016-10-05,"MAZIWA",1.6,"(0,3]",12,"REST",3,0,1
"89575",21989,2016-10-06,"MAZIWA",3.4,"(3,6]",5,"FORAGE",1,0,0
"89576",21990,2016-10-06,"MAZIWA",5,"(3,6]",5,NA,3,0,0
"89579",21991,2016-10-06,"MAZIWA",6.7,"(6,9]",6,"FORAGE",1,0,0
"89580",21992,2016-10-06,"MAZIWA",6.6,"(6,9]",5,"FORAGE",1,0,0
"89581",21993,2013-06-12,"POMBOO",3.4,"(3,6]",14,"TRAVEL",NA,0,1
"89588",21994,2016-10-06,"MAZIWA",2.4,"(0,3]",7,NA,1,0,1
"89589",21995,2016-10-06,"MAZIWA",9.1,"(9,12]",8,NA,2,0,0
"89591",21996,2016-10-06,"MAZIWA",9.6,"(9,12]",5,NA,1,0,0
"89593",21997,2016-10-06,"MAZIWA",9.2,"(9,12]",2,NA,1,0,0
"89594",21998,2016-10-06,"MAZIWA",9.2,"(9,12]",5,NA,1,0,0
"89595",21999,2016-10-06,"MAZIWA",9.7,"(9,12]",10,NA,1,0,0
"89596",22000,2016-10-06,"MAZIWA",8.4,"(6,9]",6,"FORAGE",2,0,0
"89598",22001,2016-10-06,"MAZIWA",8.7,"(6,9]",10,"REST",3,0,1
"89603",22002,2016-10-06,"MAZIWA",9.4,"(9,12]",4,"TRAVEL",1,0,0
"89604",22003,2016-10-06,"MAZIWA",9.7,"(9,12]",5,NA,1,0,0
"89605",22004,2016-10-06,"MAZIWA",9.5,"(9,12]",11,NA,2,0,0
"89607",22005,2016-10-06,"MAZIWA",5.9,"(3,6]",5,"REST",2,0,0
"89609",22006,2016-10-06,"MAZIWA",4.6,"(3,6]",10,"SOCIAL",5,0,0
"89614",22007,2016-10-06,"MAZIWA",3.2,"(3,6]",5,"REST",2,0,0
"89616",22008,2016-10-07,"MAZIWA",5.7,"(3,6]",5,NA,3,0,0
"89619",22009,2016-10-07,"MAZIWA",6.2,"(6,9]",5,NA,4,0,0
"89623",22010,2016-10-07,"MAZIWA",6,"(3,6]",5,NA,4,0,0
"89627",22011,2016-10-07,"MAZIWA",8.5,"(6,9]",14,NA,3,0,0
"89630",22012,2016-10-07,"MAZIWA",5.1,"(3,6]",5,"FORAGE",1,0,0
"89631",22013,2016-10-07,"MAZIWA",8.5,"(6,9]",11,"REST",6,0,0
"89637",22014,2016-10-07,"MAZIWA",9.2,"(9,12]",9,"REST",5,0,1
"89642",22015,2016-10-07,"MAZIWA",4.8,"(3,6]",4,"FORAGE",1,0,0
"89643",22016,2016-10-07,"MAZIWA",1.9,"(0,3]",7,"TRAVEL",2,0,0
"89645",22017,2016-10-07,"MAZIWA",7.4,"(6,9]",12,NA,1,0,0
"89646",22018,2016-10-07,"MAZIWA",12.1,"(12,15]",10,NA,1,0,0
"89647",22019,2016-10-07,"MAZIWA",3.2,"(3,6]",10,"FORAGE",2,0,0
"89649",22020,2016-10-07,"MAZIWA",3.2,"(3,6]",5,"TRAVEL",2,0,1
"89651",22021,2016-10-07,"MAZIWA",8,"(6,9]",8,NA,4,0,0
"89656",22022,2016-10-12,"MAZIWA",6.5,"(6,9]",5,NA,2,0,0
"89658",22023,2016-10-12,"MAZIWA",9.4,"(9,12]",7,"FORAGE",1,0,0
"89659",22024,2016-10-12,"MAZIWA",10.9,"(9,12]",5,"FORAGE",2,0,1
"89662",22025,2016-10-22,"MAZIWA",7.7,"(6,9]",7,"FORAGE",1,0,0
"89663",22026,2016-10-13,"MAZIWA",5.7,"(3,6]",7,"OTHER",1,0,0
"89664",22027,2016-10-13,"MAZIWA",6.9,"(6,9]",10,"FORAGE",2,0,0
"89666",22028,2016-10-13,"MAZIWA",4.7,"(3,6]",9,"FORAGE",2,0,1
"89668",22029,2016-10-13,"MAZIWA",4.2,"(3,6]",5,NA,4,0,0
"89672",22030,2016-10-13,"MAZIWA",1.4,"(0,3]",5,"OTHER",1,0,0
"89673",22031,2016-10-13,"MAZIWA",1.3,"(0,3]",5,"FORAGE",1,0,0
"89674",22032,2016-10-13,"MAZIWA",4,"(3,6]",6,"FORAGE",2,0,1
"89676",22033,2016-10-13,"MAZIWA",4.6,"(3,6]",5,"REST",2,0,0
"89678",22034,2016-10-13,"MAZIWA",7.9,"(6,9]",5,"FORAGE",1,0,0
"89679",22035,2016-10-13,"MAZIWA",3,"(0,3]",5,"FORAGE",1,0,1
"89680",22036,2016-10-13,"MAZIWA",6.2,"(6,9]",5,"FORAGE",1,0,0
"89681",22037,2016-10-13,"MAZIWA",7.4,"(6,9]",5,"FORAGE",1,0,0
"89682",22038,2016-10-13,"MAZIWA",6.8,"(6,9]",5,"FORAGE",1,0,0
"89683",22039,2016-10-13,"MAZIWA",7.4,"(6,9]",5,"FORAGE",1,0,0
"89684",22040,2016-10-14,"MAZIWA",3.6,"(3,6]",10,"SOCIAL",5,0,0
"89689",22041,2016-10-14,"MAZIWA",4.2,"(3,6]",5,"REST",6,0,0
"89695",22042,2016-10-22,"MAZIWA",4.3,"(3,6]",5,"REST",2,0,0
"89697",22043,2016-10-22,"MAZIWA",6.1,"(6,9]",11,NA,4,0,0
"89702",22044,2016-10-22,"MAZIWA",7.8,"(6,9]",9,NA,4,0,1
"89706",22045,2016-10-22,"MAZIWA",7.8,"(6,9]",6,NA,2,0,0
"89708",22046,2016-10-22,"MAZIWA",2.5,"(0,3]",6,"FORAGE",1,0,0
"89709",22047,2016-10-22,"MAZIWA",5.3,"(3,6]",18,"REST",10,0,1
"89718",22048,2016-10-23,"MAZIWA",5.2,"(3,6]",11,"REST",1,0,0
"89719",22049,2016-10-23,"MAZIWA",2.2,"(0,3]",5,NA,2,0,0
"89721",22050,2016-10-23,"MAZIWA",5.7,"(3,6]",5,NA,1,0,0
"89722",22051,2016-10-24,"MAZIWA",4.8,"(3,6]",8,"FORAGE",1,0,0
"89723",22052,2016-10-24,"MAZIWA",8.5,"(6,9]",5,"FORAGE",1,0,0
"89724",22053,2016-10-24,"MAZIWA",1.6,"(0,3]",5,NA,2,0,0
"89726",22054,2016-10-24,"MAZIWA",7.7,"(6,9]",11,"FORAGE",1,0,0
"89727",22055,2016-10-24,"MAZIWA",6.6,"(6,9]",5,"FORAGE",1,0,0
"89728",22056,2016-10-24,"MAZIWA",6.5,"(6,9]",5,"FORAGE",1,0,0
"89729",22058,2016-10-24,"MAZIWA",7.1,"(6,9]",6,"TRAVEL",3,0,0
"89732",22059,2016-10-26,"MAZIWA",7.1,"(6,9]",9,NA,2,0,0
"89734",22060,2016-10-26,"MAZIWA",8.5,"(6,9]",8,NA,2,0,0
"89736",22061,2016-10-26,"MAZIWA",3.3,"(3,6]",6,"FORAGE",1,0,0
"89738",22062,2016-10-26,"MAZIWA",3.6,"(3,6]",5,"FORAGE",1,0,0
"89740",22063,2016-10-27,"MAZIWA",2.4,"(0,3]",16,"FORAGE",2,0,0
"89745",22064,2016-10-29,"MAZIWA",4.2,"(3,6]",3,"REST",5,0,0
"89750",22065,2016-10-23,"MAZIWA",3.1,"(3,6]",12,"FORAGE",1,0,0
"89751",22066,2017-05-14,"POMBOO",8.8,"(6,9]",9,NA,1,0,1
"89753",22067,2017-05-14,"POMBOO",7.9,"(6,9]",25,"REST",13,0,0
"89766",22068,2017-05-14,"POMBOO",8.9,"(6,9]",10,"FORAGE",1,0,0
"89767",22069,2017-05-14,"POMBOO",9,"(6,9]",14,"FORAGE",1,0,0
"89768",22070,2017-05-14,"POMBOO",10.1,"(9,12]",6,"FORAGE",1,0,0
"89769",22071,2017-05-14,"POMBOO",7.3,"(6,9]",7,"TRAVEL",1,0,0
"89770",22072,2017-05-14,"POMBOO",6.2,"(6,9]",8,NA,1,0,0
"89771",22073,2017-05-14,"POMBOO",3.3,"(3,6]",10,"FORAGE",1,0,0
"89772",22074,2017-05-14,"POMBOO",7.8,"(6,9]",13,"FORAGE",4,0,1
"89776",22075,2017-05-16,"POMBOO",4.3,"(3,6]",5,NA,4,1,0
"89780",22076,2017-05-16,"POMBOO",3.2,"(3,6]",14,NA,3,1,1
"89788",22077,2017-05-16,"POMBOO",9.9,"(9,12]",21,NA,11,1,0
"89799",22078,2017-05-16,"POMBOO",4.7,"(3,6]",9,"FORAGE",1,1,1
"89801",22079,2017-05-16,"POMBOO",7.1,"(6,9]",24,"TRAVEL",7,1,0
"89808",22080,2017-05-16,"POMBOO",3.8,"(3,6]",4,NA,1,1,0
"89809",22081,2017-05-17,"POMBOO",6.5,"(6,9]",11,NA,2,1,0
"89815",22082,2017-05-17,"POMBOO",4.9,"(3,6]",6,"REST",5,1,0
"89820",22083,2017-05-17,"POMBOO",8.2,"(6,9]",16,"TRAVEL",2,1,0
"89823",22084,2017-05-17,"POMBOO",8,"(6,9]",5,"SOCIAL",2,1,0
"89825",22085,2017-05-17,"POMBOO",7,"(6,9]",10,"FORAGE",1,1,0
"89826",22086,2017-05-17,"POMBOO",8.4,"(6,9]",22,NA,6,1,0
"89835",22087,2017-05-17,"POMBOO",8.7,"(6,9]",13,NA,8,1,0
"89847",22088,2017-05-18,"POMBOO",8.4,"(6,9]",12,NA,2,1,0
"89849",22089,2017-05-18,"POMBOO",5.1,"(3,6]",13,NA,3,1,0
"89852",22090,2017-05-18,"POMBOO",5.1,"(3,6]",8,"TRAVEL",3,1,0
"89855",22091,2017-05-18,"POMBOO",6.1,"(6,9]",11,"REST",5,1,0
"89869",22092,2017-05-18,"POMBOO",9.1,"(9,12]",6,"FORAGE",1,1,0
"89870",22093,2017-05-18,"POMBOO",8.7,"(6,9]",11,"REST",2,1,0
"89872",22094,2017-05-18,"POMBOO",7.8,"(6,9]",26,"SOCIAL",3,1,0
"89876",22095,2017-05-18,"POMBOO",1.8,"(0,3]",5,"FORAGE",3,1,0
"89879",22096,2017-05-18,"POMBOO",5.7,"(3,6]",5,"FORAGE",1,1,0
"89880",22097,2017-05-18,"POMBOO",6.3,"(6,9]",8,"FORAGE",1,1,0
"89881",22098,2017-05-18,"POMBOO",7.1,"(6,9]",5,"FORAGE",1,1,0
"89883",22099,2017-05-18,"POMBOO",8.6,"(6,9]",5,"REST",6,1,0
"89889",22100,2017-05-18,"POMBOO",8.4,"(6,9]",6,"FORAGE",1,1,0
"89891",22101,2017-05-19,"POMBOO",2.6,"(0,3]",13,"OTHER",1,1,1
"89893",22102,2017-05-19,"POMBOO",6.7,"(6,9]",8,"TRAVEL",3,1,0
"89896",22103,2017-05-19,"POMBOO",9.1,"(9,12]",7,"FORAGE",1,1,0
"89897",22104,2017-05-19,"POMBOO",9.9,"(9,12]",16,NA,4,1,1
"89901",22105,2017-05-19,"POMBOO",10.2,"(9,12]",22,"REST",3,1,0
"89904",22106,2017-05-20,"POMBOO",4.3,"(3,6]",6,"FORAGE",2,1,0
"89906",22107,2017-05-20,"POMBOO",5,"(3,6]",5,"FORAGE",2,1,0
"89908",22108,2017-05-20,"POMBOO",8.5,"(6,9]",6,"TRAVEL",7,1,0
"89915",22109,2017-05-20,"POMBOO",4.3,"(3,6]",9,"FORAGE",20,1,1
"89934",22110,2017-05-20,"POMBOO",8.1,"(6,9]",7,"FORAGE",3,1,0
"89937",22111,2017-05-20,"POMBOO",11.2,"(9,12]",19,"FORAGE",30,1,1
"89967",22112,2017-05-20,"POMBOO",9.9,"(9,12]",11,NA,9,1,0
"89976",22113,2017-05-25,"MAZIWA",6.5,"(6,9]",26,"SOCIAL",3,0,0
"89986",22114,2017-05-25,"MAZIWA",4.9,"(3,6]",16,"FORAGE",2,0,0
"89988",22115,2017-05-25,"MAZIWA",10.3,"(9,12]",44,NA,4,0,0
"89996",22116,2017-05-25,"MAZIWA",5.5,"(3,6]",9,"FORAGE",1,0,0
"89997",22117,2017-05-29,"POMBOO",2.9,"(0,3]",7,NA,3,1,0
"90000",22118,2017-05-29,"POMBOO",6,"(3,6]",12,NA,10,1,0
"90010",22119,2017-05-29,"POMBOO",9.5,"(9,12]",16,NA,2,1,0
"90012",22120,2017-05-29,"POMBOO",3.1,"(3,6]",15,"TRAVEL",2,1,0
"90014",22121,2017-05-29,"POMBOO",1.9,"(0,3]",7,NA,3,1,1
"90017",22122,2017-05-29,"POMBOO",5.4,"(3,6]",6,"FORAGE",1,1,0
"90018",22123,2017-05-29,"POMBOO",8.4,"(6,9]",5,"OTHER",1,1,1
"90019",22124,2017-05-29,"POMBOO",9.5,"(9,12]",5,"FORAGE",1,1,0
"90020",22125,2017-05-29,"POMBOO",9.3,"(9,12]",5,"FORAGE",1,1,1
"90021",22126,2017-05-30,"POMBOO",1.7,"(0,3]",10,"TRAVEL",2,1,0
"90023",22127,2017-05-30,"POMBOO",7.3,"(6,9]",5,"TRAVEL",4,1,0
"90028",22128,2017-05-30,"MAZIWA",6,"(3,6]",59,NA,1,0,0
"90063",22129,2017-05-30,"POMBOO",5.2,"(3,6]",15,"REST",4,1,0
"90067",22130,2017-05-30,"POMBOO",10,"(9,12]",8,"FORAGE",3,1,0
"90070",22131,2017-05-30,"POMBOO",9.9,"(9,12]",13,"SOCIAL",13,1,0
"90083",22132,2017-05-30,"MAZIWA",9.5,"(9,12]",26,"TRAVEL",4,0,0
"90087",22133,2017-05-30,"POMBOO",11,"(9,12]",8,"FORAGE",1,1,0
"90088",22134,2017-05-30,"MAZIWA",5.6,"(3,6]",49,"FORAGE",9,0,0
"90097",22135,2017-05-30,"POMBOO",9.8,"(9,12]",5,"FORAGE",5,1,0
"90103",22136,2017-05-30,"POMBOO",9.3,"(9,12]",6,"REST",9,1,0
"90113",22137,2017-05-30,"MAZIWA",4.3,"(3,6]",8,"FORAGE",1,0,0
"90114",22138,2017-05-30,"MAZIWA",7,"(6,9]",31,NA,4,0,0
"90118",22139,2017-05-30,"MAZIWA",10.8,"(9,12]",18,"TRAVEL",10,0,1
"90128",22140,2017-05-30,"POMBOO",8.5,"(6,9]",6,"TRAVEL",5,1,1
"90133",22141,2017-05-30,"POMBOO",8.6,"(6,9]",5,NA,3,1,0
"90136",22142,2017-05-31,"MAZIWA",5.3,"(3,6]",6,NA,1,0,0
"90137",22143,2017-05-31,"POMBOO",11.5,"(9,12]",16,"FORAGE",1,1,0
"90138",22144,2017-05-31,"MAZIWA",6,"(3,6]",8,"FORAGE",2,0,0
"90140",22145,2017-05-31,"MAZIWA",7.6,"(6,9]",8,NA,1,0,0
"90142",22146,2017-05-31,"MAZIWA",4.8,"(3,6]",13,"FORAGE",1,0,0
"90143",22147,2017-05-31,"POMBOO",8,"(6,9]",9,NA,4,1,0
"90147",22148,2017-05-31,"POMBOO",9.6,"(9,12]",18,NA,5,1,0
"90153",22149,2017-05-31,"MAZIWA",12.2,"(12,15]",27,"TRAVEL",2,0,0
"90155",22150,2017-05-31,"POMBOO",7.2,"(6,9]",5,"FORAGE",1,1,0
"90156",22151,2017-05-31,"MAZIWA",13,"(12,15]",13,NA,1,0,0
"90158",22152,2017-05-31,"POMBOO",10.4,"(9,12]",5,"REST",5,1,0
"90164",22153,2017-05-31,"POMBOO",11.2,"(9,12]",5,NA,2,1,0
"90166",22154,2017-05-31,"POMBOO",6.2,"(6,9]",11,"TRAVEL",3,1,0
"90169",22155,2017-05-31,"POMBOO",6.5,"(6,9]",7,"TRAVEL",3,1,0
"90174",22156,2017-05-31,"MAZIWA",12.1,"(12,15]",21,"TRAVEL",3,0,0
"90177",22157,2017-05-31,"POMBOO",9.2,"(9,12]",9,"FORAGE",3,1,0
"90181",22158,2017-05-31,"MAZIWA",11.4,"(9,12]",22,"FORAGE",3,0,1
"90185",22159,2017-05-31,"POMBOO",10.6,"(9,12]",48,"REST",16,1,0
"90201",22160,2017-05-31,"POMBOO",7.1,"(6,9]",5,"REST",1,1,0
"90202",22161,2017-05-31,"MAZIWA",6,"(3,6]",9,"FORAGE",2,0,1
"90204",22162,2017-05-31,"POMBOO",8.8,"(6,9]",6,"FORAGE",2,1,0
"90206",22163,2017-05-31,"MAZIWA",7.8,"(6,9]",30,NA,11,0,0
"90217",22164,2017-06-01,"MAZIWA",1.2,"(0,3]",24,"FORAGE",1,0,0
"90218",22165,2017-06-01,"MAZIWA",8.4,"(6,9]",6,"FORAGE",1,0,0
"90219",22166,2017-06-01,"MAZIWA",7.1,"(6,9]",25,NA,1,0,0
"90220",22167,2017-06-01,"POMBOO",8.1,"(6,9]",8,"FORAGE",1,1,0
"90221",22168,2017-06-01,"POMBOO",8.2,"(6,9]",5,"FORAGE",1,1,0
"90222",22169,2017-06-01,"POMBOO",8.5,"(6,9]",10,"FORAGE",1,1,0
"90223",22170,2017-06-01,"MAZIWA",7.4,"(6,9]",5,"FORAGE",1,0,0
"90224",22171,2017-06-01,"POMBOO",8.4,"(6,9]",8,"REST",6,1,0
"90230",22172,2017-06-01,"MAZIWA",9.4,"(9,12]",16,"REST",2,0,1
"90233",22173,2017-06-01,"POMBOO",11.4,"(9,12]",7,NA,3,1,0
"90236",22174,2017-06-01,"POMBOO",11.6,"(9,12]",7,"REST",5,1,0
"90241",22175,2017-06-01,"MAZIWA",4.6,"(3,6]",12,"FORAGE",1,0,0
"90243",22176,2017-06-01,"MAZIWA",8.2,"(6,9]",7,NA,2,0,0
"90246",22177,2017-06-01,"POMBOO",13.6,"(12,15]",5,"FORAGE",1,1,1
"90247",22178,2017-06-01,"POMBOO",13.8,"(12,15]",11,"REST",4,1,0
"90251",22179,2017-06-01,"POMBOO",8.7,"(6,9]",10,NA,5,1,0
"90256",22180,2017-06-01,"MAZIWA",10.5,"(9,12]",10,"FORAGE",1,0,0
"90257",22181,2017-06-01,"MAZIWA",1.4,"(0,3]",18,"OTHER",1,0,1
"90258",22182,2017-06-01,"POMBOO",8.5,"(6,9]",18,"TRAVEL",3,1,0
"90261",22183,2017-06-01,"POMBOO",11.5,"(9,12]",10,"REST",4,1,0
"90265",22184,2017-06-02,"MAZIWA",4.4,"(3,6]",7,"REST",2,0,0
"90267",22185,2017-06-02,"POMBOO",8.1,"(6,9]",7,"REST",4,1,0
"90271",22186,2017-06-06,"MAZIWA",9.2,"(9,12]",7,NA,4,0,0
"90275",22187,2017-06-06,"POMBOO",1.3,"(0,3]",8,"FORAGE",1,1,0
"90276",22188,2017-06-06,"POMBOO",4.8,"(3,6]",12,"FORAGE",5,1,0
"90281",22189,2017-06-06,"MAZIWA",7.6,"(6,9]",6,NA,1,0,0
"90282",22190,2017-06-06,"POMBOO",1.3,"(0,3]",5,"OTHER",1,1,1
"90283",22191,2017-06-06,"POMBOO",5.7,"(3,6]",5,"FORAGE",1,1,0
"90284",22192,2017-06-06,"MAZIWA",9.3,"(9,12]",11,NA,2,0,0
"90286",22193,2017-06-06,"POMBOO",7.3,"(6,9]",12,"FORAGE",1,1,0
"90288",22194,2017-06-06,"POMBOO",1.6,"(0,3]",7,"REST",4,1,0
"90292",22195,2017-06-06,"POMBOO",6.3,"(6,9]",14,NA,1,1,0
"90293",22196,2017-06-06,"POMBOO",5.9,"(3,6]",5,"FORAGE",1,1,0
"90294",22197,2017-06-06,"POMBOO",8.1,"(6,9]",8,NA,2,1,0
"90296",22198,2017-06-06,"POMBOO",8.2,"(6,9]",6,"FORAGE",1,1,0
"90297",22199,2017-06-06,"POMBOO",7.4,"(6,9]",5,"REST",1,1,0
"90298",22200,2017-06-09,"MAZIWA",7.4,"(6,9]",6,"FORAGE",1,0,0
"90299",22201,2017-06-09,"POMBOO",1.5,"(0,3]",5,NA,1,1,0
"90300",22202,2017-06-09,"POMBOO",8.5,"(6,9]",16,"FORAGE",1,1,0
"90301",22203,2017-06-09,"POMBOO",6.9,"(6,9]",7,"FORAGE",1,1,0
"90302",22204,2017-06-09,"MAZIWA",8.2,"(6,9]",27,"TRAVEL",1,0,0
"90303",22205,2017-06-09,"POMBOO",9,"(6,9]",5,"FORAGE",1,1,0
"90304",22206,2017-06-09,"POMBOO",7.2,"(6,9]",18,"FORAGE",2,1,0
"90306",22207,2017-06-09,"POMBOO",6.3,"(6,9]",8,"FORAGE",1,1,0
"90307",22208,2017-06-10,"MAZIWA",4.6,"(3,6]",9,"TRAVEL",1,0,0
"90308",22209,2017-06-10,"MAZIWA",5.3,"(3,6]",16,"FORAGE",1,0,0
"90309",22210,2017-06-10,"MAZIWA",6.3,"(6,9]",8,NA,1,0,0
"90311",22211,2017-06-10,"MAZIWA",5.7,"(3,6]",5,"REST",2,0,0
"90313",22212,2017-06-10,"MAZIWA",5.4,"(3,6]",7,NA,2,0,0
"90315",22213,2017-06-10,"MAZIWA",5.7,"(3,6]",10,NA,2,0,0
"90317",22214,2017-06-14,"MAZIWA",9.6,"(9,12]",12,NA,1,0,0
"90318",22215,2017-06-14,"MAZIWA",5.9,"(3,6]",8,NA,2,0,1
"90320",22216,2017-06-14,"POMBOO",4.9,"(3,6]",6,"FORAGE",1,1,0
"90321",22217,2017-06-14,"POMBOO",6.7,"(6,9]",6,NA,2,1,0
"90323",22218,2017-06-14,"POMBOO",4.5,"(3,6]",5,"FORAGE",1,1,0
"90324",22219,2017-06-14,"POMBOO",5.5,"(3,6]",5,"REST",4,1,0
"90328",22220,2017-06-14,"POMBOO",7,"(6,9]",14,"REST",9,1,0
"90337",22221,2017-06-14,"MAZIWA",9.4,"(9,12]",6,"TRAVEL",1,0,1
"90339",22222,2017-06-14,"POMBOO",7.4,"(6,9]",5,"FORAGE",3,1,0
"90342",22223,2017-06-14,"MAZIWA",9.6,"(9,12]",5,"FORAGE",1,0,0
"90343",22224,2017-06-14,"MAZIWA",7.5,"(6,9]",19,NA,1,0,0
"90344",22225,2017-06-14,"POMBOO",7.8,"(6,9]",5,"FORAGE",1,1,0
"90345",22226,2017-06-14,"MAZIWA",10.1,"(9,12]",5,"TRAVEL",2,0,0
"90347",22227,2017-06-14,"POMBOO",8.3,"(6,9]",5,"FORAGE",1,1,0
"90348",22228,2017-06-14,"MAZIWA",8.5,"(6,9]",17,"FORAGE",1,0,0
"90349",22229,2017-06-14,"POMBOO",7,"(6,9]",7,"TRAVEL",3,1,0
"90353",22230,2017-06-14,"MAZIWA",1.5,"(0,3]",8,"TRAVEL",1,0,0
"90354",22231,2017-06-14,"MAZIWA",1.5,"(0,3]",7,"FORAGE",1,0,0
"90355",22232,2017-06-14,"MAZIWA",10.8,"(9,12]",17,"FORAGE",2,0,0
"90359",22233,2017-06-14,"POMBOO",7.3,"(6,9]",5,"FORAGE",1,1,0
"90360",22234,2017-06-14,"POMBOO",7.4,"(6,9]",7,"REST",5,1,0
"90366",22235,2017-06-14,"POMBOO",7.2,"(6,9]",13,"TRAVEL",2,1,0
"90368",22236,2017-06-14,"POMBOO",6.9,"(6,9]",5,"REST",6,1,0
"90374",22237,2017-06-14,"POMBOO",7.9,"(6,9]",4,"FORAGE",2,1,0
"90376",22238,2017-06-14,"POMBOO",8,"(6,9]",13,NA,4,1,0
"90380",22239,2017-06-14,"POMBOO",8,"(6,9]",6,"SOCIAL",2,1,0
"90382",22240,2017-06-14,"POMBOO",9.8,"(9,12]",36,"FORAGE",4,1,0
"90388",22241,2017-06-15,"POMBOO",3.7,"(3,6]",16,NA,8,1,0
"90396",22242,2017-06-15,"MAZIWA",3.4,"(3,6]",5,NA,5,0,0
"90401",22243,2017-06-15,"MAZIWA",3.7,"(3,6]",5,NA,4,0,0
"90405",22244,2017-06-15,"POMBOO",4.2,"(3,6]",2,"REST",3,1,0
"90408",22245,2017-06-15,"POMBOO",7.6,"(6,9]",7,"FORAGE",1,1,0
"90409",22246,2017-06-18,"MAZIWA",4,"(3,6]",6,"TRAVEL",1,0,0
"90410",22247,2017-06-18,"MAZIWA",4.7,"(3,6]",5,NA,2,0,1
"90412",22248,2017-06-18,"MAZIWA",4,"(3,6]",10,"SOCIAL",6,0,0
"90418",22249,2017-06-18,"POMBOO",9.6,"(9,12]",5,"FORAGE",1,1,0
"90420",22250,2017-06-18,"MAZIWA",6.8,"(6,9]",18,"SOCIAL",10,0,0
"90430",22251,2017-06-18,"POMBOO",4.6,"(3,6]",15,NA,NA,1,0
"90433",22252,2017-06-18,"MAZIWA",5.3,"(3,6]",7,NA,1,0,0
"90434",22253,2017-06-18,"POMBOO",9.5,"(9,12]",12,"FORAGE",1,1,0
"90435",22254,2017-06-18,"POMBOO",10.1,"(9,12]",10,"TRAVEL",1,1,0
"90436",22255,2017-06-18,"POMBOO",3.7,"(3,6]",14,"FORAGE",1,1,0
"90437",22256,2017-06-18,"MAZIWA",1.6,"(0,3]",10,"TRAVEL",5,0,0
"90442",22257,2017-06-18,"MAZIWA",1.5,"(0,3]",6,"FORAGE",1,0,0
"90443",22258,2017-06-18,"MAZIWA",1.5,"(0,3]",7,"REST",5,0,1
"90448",22259,2017-06-19,"MAZIWA",1.4,"(0,3]",11,"OTHER",3,0,0
"90451",22260,2017-06-19,"MAZIWA",1.8,"(0,3]",10,"TRAVEL",1,0,1
"90454",22261,2017-06-19,"MAZIWA",1.4,"(0,3]",9,"FORAGE",3,0,0
"90457",22262,2017-06-19,"POMBOO",1.7,"(0,3]",8,"FORAGE",1,1,0
