"","Observation ID","Observation Date","Platform","Depth","depth_class","Survey_Length","First Five Activity","Group Size","biopsy_day","Bowride_in_survey"
"57229",13972,2004-08-20,"GENE MACHINE",7.8,"(6,9]",15,"FORAGE",1,1,0
"57230",13973,2004-08-20,"MAZIWA",9,"(6,9]",6,"TRAVEL",3,0,0
"57233",13974,2004-08-20,"BONY HERRING",8.9,"(6,9]",32,"TRAVEL",8,0,0
"57250",13976,2004-08-20,"MAZIWA",9.5,"(9,12]",20,NA,3,0,0
"57253",13977,2004-08-20,"MAZIWA",9.6,"(9,12]",14,"FORAGE",1,0,0
"57254",13978,2004-08-20,"MAZIWA",2.6,"(0,3]",6,"FORAGE",1,0,0
"57255",13979,2004-08-20,"GENE MACHINE",6,"(3,6]",5,"FORAGE",1,1,0
"57256",13980,2004-08-20,"MAZIWA",8.2,"(6,9]",21,"UNKNOWN",2,0,0
"57258",13981,2004-08-20,"BONY HERRING",10,"(9,12]",28,"FORAGE",4,0,0
"57262",13982,2004-08-20,"MAZIWA",10.3,"(9,12]",21,"FORAGE",1,0,0
"57263",13983,2004-08-20,"BONY HERRING",NA,NA,6,"FORAGE",2,0,0
"57265",13984,2004-08-20,"MAZIWA",1.5,"(0,3]",5,"REST",2,0,0
"57267",13985,2004-08-20,"BONY HERRING",8.2,"(6,9]",5,"FORAGE",1,0,0
"57268",13986,2004-08-20,"GENE MACHINE",9.7,"(9,12]",31,"REST",4,1,0
"57272",13987,2004-08-20,"MAZIWA",5.7,"(3,6]",4,"UNKNOWN",1,0,0
"57285",13989,2004-08-20,"GENE MACHINE",5.8,"(3,6]",25,"FORAGE",2,1,0
"57304",13991,2004-08-20,"MAZIWA",2,"(0,3]",6,"FORAGE",2,0,0
"57306",13992,2004-08-21,"MAZIWA",2.4,"(0,3]",19,"TRAVEL",2,1,0
"57308",13993,2004-08-21,"BONY HERRING",12.4,"(12,15]",13,"REST",7,0,0
"57315",13994,2004-08-21,"MAZIWA",1.5,"(0,3]",7,"REST",1,1,0
"57316",13995,2004-08-21,"GENE MACHINE",12.3,"(12,15]",9,"TRAVEL",2,0,0
"57318",13996,2004-08-21,"MAZIWA",2.1,"(0,3]",66,"FORAGE",11,1,0
"57329",13997,2004-08-21,"BONY HERRING",12.2,"(12,15]",13,"TRAVEL",4,0,0
"57333",13998,2004-08-21,"BONY HERRING",4.8,"(3,6]",13,"TRAVEL",5,0,0
"57338",13999,2004-08-21,"GENE MACHINE",7.4,"(6,9]",15,"TRAVEL",5,0,0
"57343",14000,2004-08-21,"MAZIWA",6.7,"(6,9]",8,"FORAGE",2,1,0
"57352",14002,2004-08-21,"BONY HERRING",9.4,"(9,12]",19,"REST",6,0,0
"57358",14003,2004-08-21,"MAZIWA",9.6,"(9,12]",11,"REST",2,1,0
"57360",14004,2004-08-21,"GENE MACHINE",4.6,"(3,6]",63,"FORAGE",8,0,0
"57368",14005,2004-08-21,"MAZIWA",10.7,"(9,12]",6,"UNKNOWN",2,1,0
"57370",14006,2004-08-21,"BONY HERRING",5.3,"(3,6]",11,"FORAGE",5,0,0
"57386",14008,2004-08-21,"MAZIWA",7.9,"(6,9]",11,"TRAVEL",4,1,1
"57390",14009,2004-08-21,"BONY HERRING",11,"(9,12]",5,"FORAGE",2,0,0
"57392",14010,2004-08-21,"BONY HERRING",10,"(9,12]",13,"SOCIAL",6,0,0
"57398",14011,2004-08-21,"MAZIWA",9.8,"(9,12]",43,"FORAGE",6,1,0
"57404",14012,2004-08-21,"BONY HERRING",5.6,"(3,6]",14,"FORAGE",1,0,0
"57407",14014,2004-08-21,"MAZIWA",7.9,"(6,9]",7,"FORAGE",1,1,0
"57408",14015,2004-08-21,"BONY HERRING",3.3,"(3,6]",6,"SOCIAL",3,0,0
"57411",14016,2004-08-21,"BONY HERRING",6.2,"(6,9]",18,"UNKNOWN",2,0,0
"57413",14017,2004-08-23,"MAZIWA",6,"(3,6]",5,"FORAGE",1,0,0
"57414",14018,2004-08-23,"GENE MACHINE",3.5,"(3,6]",9,"FORAGE",5,0,0
"57419",14019,2004-08-23,"BONY HERRING",10.6,"(9,12]",14,"FORAGE",1,0,0
"57420",14020,2004-08-23,"MAZIWA",0.9,"(0,3]",5,"UNKNOWN",1,0,0
"57421",14021,2004-08-23,"GENE MACHINE",7.4,"(6,9]",5,"FORAGE",3,0,0
"57424",14022,2004-08-23,"BONY HERRING",4.2,"(3,6]",10,"REST",2,0,0
"57426",14023,2004-08-26,"BONY HERRING",2.8,"(0,3]",6,"FORAGE",3,0,0
"57434",14025,2004-08-26,"MAZIWA",1.5,"(0,3]",11,"TRAVEL",2,0,1
"57437",14027,2004-08-26,"GENE MACHINE",4,"(3,6]",10,"FORAGE",2,1,0
"57439",14028,2004-08-26,"BONY HERRING",9,"(6,9]",9,"TRAVEL",2,0,0
"57441",14029,2004-08-26,"GENE MACHINE",4.2,"(3,6]",12,"FORAGE",1,1,0
"57442",14030,2004-08-26,"BONY HERRING",8.7,"(6,9]",10,"REST",3,0,0
"57445",14031,2004-08-26,"GENE MACHINE",3.4,"(3,6]",7,"TRAVEL",2,1,0
"57447",14032,2004-08-26,"BONY HERRING",7,"(6,9]",5,"REST",1,0,0
"57448",14033,2004-08-26,"MAZIWA",4.3,"(3,6]",25,"UNKNOWN",12,0,0
"57460",14034,2004-08-26,"GENE MACHINE",6.8,"(6,9]",7,"FORAGE",1,1,0
"57461",14035,2004-08-26,"BONY HERRING",3.3,"(3,6]",10,"FORAGE",2,0,0
"57475",14037,2004-08-26,"MAZIWA",2.4,"(0,3]",10,"FORAGE",4,0,0
"57479",14038,2004-08-26,"BONY HERRING",8.6,"(6,9]",22,"REST",7,0,0
"57486",14039,2004-08-26,"MAZIWA",1.5,"(0,3]",5,"REST",2,0,0
"57488",14040,2004-08-26,"GENE MACHINE",4.4,"(3,6]",6,"TRAVEL",2,1,1
"57490",14041,2004-08-26,"GENE MACHINE",10.6,"(9,12]",5,"FORAGE",1,1,0
"57491",14042,2004-08-26,"MAZIWA",8.2,"(6,9]",16,"TRAVEL",2,0,0
"57493",14043,2004-08-26,"GENE MACHINE",5.4,"(3,6]",21,"TRAVEL",2,1,0
"57495",14044,2004-08-26,"GENE MACHINE",5.7,"(3,6]",35,"SOCIAL",8,1,0
"57503",14045,2004-08-26,"GENE MACHINE",4.2,"(3,6]",18,"FORAGE",1,1,0
"57504",14046,2004-08-26,"GENE MACHINE",9.5,"(9,12]",16,"TRAVEL",2,1,1
"57506",14047,2004-08-27,"GENE MACHINE",1.4,"(0,3]",19,"FORAGE",3,0,0
"57509",14048,2004-08-27,"GENE MACHINE",3.5,"(3,6]",17,"SOCIAL",7,0,1
"57516",14049,2004-08-27,"BONY HERRING",10,"(9,12]",12,"FORAGE",4,0,1
"57520",14050,2004-08-27,"GENE MACHINE",1.8,"(0,3]",14,"FORAGE",2,0,0
"57522",14051,2004-08-27,"GENE MACHINE",4.7,"(3,6]",5,"FORAGE",1,0,0
"57523",14052,2004-08-27,"BONY HERRING",5.6,"(3,6]",19,"FORAGE",3,0,0
"57526",14053,2004-08-27,"GENE MACHINE",7.3,"(6,9]",6,"FORAGE",1,0,0
"57527",14054,2004-08-27,"GENE MACHINE",10.4,"(9,12]",5,"FORAGE",1,0,0
"57528",14055,2004-08-27,"BONY HERRING",10.4,"(9,12]",6,"REST",3,0,0
"57531",14056,2004-08-27,"GENE MACHINE",3,"(0,3]",12,"FORAGE",4,0,0
"57535",14057,2004-08-27,"BONY HERRING",8.8,"(6,9]",10,"FORAGE",2,0,0
"57537",14058,2004-08-27,"GENE MACHINE",1.3,"(0,3]",8,"FORAGE",1,0,0
"57538",14059,2004-08-27,"GENE MACHINE",1.3,"(0,3]",15,"FORAGE",2,0,0
"57540",14060,2004-08-27,"GENE MACHINE",7.3,"(6,9]",5,"FORAGE",1,0,0
"57541",14061,2004-09-01,"BONY HERRING",4.8,"(3,6]",9,"SOCIAL",7,0,0
"57548",14062,2004-09-01,"BONY HERRING",2.7,"(0,3]",10,"TRAVEL",8,0,0
"57555",14063,2004-09-01,"GENE MACHINE",7.7,"(6,9]",6,"REST",1,0,0
"57556",14064,2004-09-01,"GENE MACHINE",9.6,"(9,12]",28,"REST",3,0,0
"57559",14065,2004-09-01,"BONY HERRING",9.4,"(9,12]",13,"FORAGE",2,0,0
"57561",14066,2004-09-01,"GENE MACHINE",1.6,"(0,3]",5,"REST",1,0,0
"57562",14067,2004-09-01,"BONY HERRING",3.6,"(3,6]",8,"FORAGE",1,0,0
"57563",14068,2004-09-01,"GENE MACHINE",3.6,"(3,6]",24,"REST",3,0,0
"57566",14069,2004-09-01,"GENE MACHINE",8,"(6,9]",15,"TRAVEL",4,0,1
"57570",14070,2004-09-01,"BONY HERRING",5.6,"(3,6]",5,"FORAGE",1,0,0
"57571",14071,2004-09-01,"GENE MACHINE",6.8,"(6,9]",9,"TRAVEL",1,0,0
"57575",14073,2004-09-01,"BONY HERRING",8.8,"(6,9]",5,"FORAGE",1,0,0
"57580",14075,2004-09-01,"GENE MACHINE",6.9,"(6,9]",9,"FORAGE",2,0,0
"57582",14076,2004-09-01,"BONY HERRING",4,"(3,6]",17,"FORAGE",4,0,0
"57591",14079,2004-09-02,"BONY HERRING",7.8,"(6,9]",17,"FORAGE",3,0,0
"57594",14080,2004-09-02,"BONY HERRING",6.2,"(6,9]",5,"FORAGE",2,0,0
"57596",14081,2004-09-02,"BONY HERRING",7.4,"(6,9]",33,"FORAGE",10,0,1
"57607",14082,2004-09-02,"BONY HERRING",7,"(6,9]",45,"FORAGE",9,0,0
"57616",14083,2004-09-02,"BONY HERRING",8,"(6,9]",7,"REST",4,0,0
"57620",14084,2004-09-02,"BONY HERRING",10.8,"(9,12]",10,"FORAGE",1,0,0
"57621",14085,2004-09-02,"BONY HERRING",7.8,"(6,9]",12,"FORAGE",2,0,0
"57623",14086,2004-09-02,"BONY HERRING",8,"(6,9]",25,"REST",4,0,0
"57627",14087,2004-09-02,"GENE MACHINE",2.8,"(0,3]",5,"REST",2,0,0
"57629",14088,2004-09-02,"GENE MACHINE",2.2,"(0,3]",9,"TRAVEL",3,0,0
"57632",14089,2004-09-02,"BONY HERRING",7.9,"(6,9]",10,"REST",1,0,0
"57636",14091,2004-09-02,"BONY HERRING",6.8,"(6,9]",12,"REST",5,0,0
"57641",14092,2004-09-02,"GENE MACHINE",NA,NA,5,"UNKNOWN",2,0,1
"57649",14094,2004-09-02,"BONY HERRING",2.6,"(0,3]",7,"REST",2,0,0
"57651",14095,2004-09-02,"GENE MACHINE",10.2,"(9,12]",16,"TRAVEL",3,0,1
"57654",14096,2004-09-02,"BONY HERRING",7.4,"(6,9]",5,"REST",4,0,0
"57658",14097,2004-09-02,"BONY HERRING",7.4,"(6,9]",10,"FORAGE",2,0,0
"57663",14098,2004-09-03,"BONY HERRING",7.4,"(6,9]",18,"REST",4,0,1
"57669",14100,2004-09-03,"GENE MACHINE",6.6,"(6,9]",8,"FORAGE",2,0,0
"57677",14103,2004-09-03,"BONY HERRING",4.3,"(3,6]",5,"REST",2,0,0
"57679",14104,2004-09-03,"GENE MACHINE",7.3,"(6,9]",11,"FORAGE",1,0,1
"57680",14105,2004-09-03,"BONY HERRING",10.6,"(9,12]",9,"FORAGE",1,0,0
"57681",14106,2004-09-03,"BONY HERRING",10.9,"(9,12]",12,"FORAGE",2,0,0
"57683",14107,2004-09-03,"GENE MACHINE",6.4,"(6,9]",5,"FORAGE",2,0,0
"57689",14109,2004-09-03,"BONY HERRING",11.6,"(9,12]",20,"SOCIAL",6,0,1
"57695",14110,2004-09-03,"GENE MACHINE",6.2,"(6,9]",8,"REST",3,0,0
"57700",14112,2004-09-03,"GENE MACHINE",7.6,"(6,9]",10,"FORAGE",2,0,0
"57702",14113,2004-09-03,"BONY HERRING",11.8,"(9,12]",31,"FORAGE",4,0,0
"57706",14114,2004-09-03,"GENE MACHINE",7.1,"(6,9]",6,"TRAVEL",1,0,0
"57707",14115,2004-09-03,"BONY HERRING",11.6,"(9,12]",24,"REST",8,0,0
"57715",14116,2004-09-03,"GENE MACHINE",4.6,"(3,6]",61,"UNKNOWN",6,0,0
"57724",14118,2004-09-03,"GENE MACHINE",4.9,"(3,6]",5,"REST",2,0,0
"57735",14121,2004-09-03,"GENE MACHINE",10.2,"(9,12]",10,"FORAGE",2,0,0
"57737",14122,2004-09-03,"BONY HERRING",11.4,"(9,12]",26,"REST",5,0,0
"57742",14123,2004-09-03,"GENE MACHINE",6.6,"(6,9]",5,"REST",1,0,0
"57743",14124,2004-09-03,"BONY HERRING",6.2,"(6,9]",7,"REST",2,0,0
"57745",14125,2004-09-03,"GENE MACHINE",9.9,"(9,12]",10,"FORAGE",2,0,0
"57747",14126,2004-09-03,"BONY HERRING",7.4,"(6,9]",14,"REST",2,0,0
"57749",14127,2004-09-03,"GENE MACHINE",10.1,"(9,12]",12,"REST",4,0,0
"57753",14128,2004-09-03,"BONY HERRING",3.1,"(3,6]",5,"REST",2,0,1
"57761",14130,2004-09-03,"BONY HERRING",1.8,"(0,3]",12,"REST",3,0,0
"57771",14132,2004-09-04,"BONY HERRING",4.8,"(3,6]",20,"REST",13,0,0
"57784",14133,2004-09-05,"BONY HERRING",2.3,"(0,3]",14,"FORAGE",6,0,0
"57790",14134,2004-09-05,"BONY HERRING",7,"(6,9]",9,"FORAGE",3,0,0
"57793",14135,2004-09-05,"BONY HERRING",9.2,"(9,12]",6,"FORAGE",1,0,0
"57794",14136,2004-09-05,"BONY HERRING",8,"(6,9]",5,"UNKNOWN",1,0,1
"57795",14137,2004-09-05,"BONY HERRING",4.8,"(3,6]",9,"REST",5,0,0
"57800",14138,2004-09-05,"BONY HERRING",7.2,"(6,9]",18,"FORAGE",5,0,0
"57805",14139,2004-09-05,"BONY HERRING",2,"(0,3]",5,"TRAVEL",2,0,0
"57807",14140,2004-09-05,"BONY HERRING",2.2,"(0,3]",11,"UNKNOWN",2,0,0
"57809",14141,2004-09-12,"MAZIWA",2.5,"(0,3]",7,"UNKNOWN",4,0,0
"57813",14142,2004-09-12,"BONY HERRING",7.6,"(6,9]",6,"TRAVEL",1,0,1
"57814",14143,2004-09-12,"MAZIWA",7.9,"(6,9]",16,"FORAGE",3,0,0
"57817",14144,2004-09-12,"BONY HERRING",6.8,"(6,9]",9,"FORAGE",3,0,0
"57820",14145,2004-09-12,"BONY HERRING",6.6,"(6,9]",9,"FORAGE",4,0,0
"57824",14146,2004-09-12,"MAZIWA",9.1,"(9,12]",5,"FORAGE",2,0,0
"57826",14147,2004-09-12,"MAZIWA",10.7,"(9,12]",12,"FORAGE",2,0,0
"57828",14148,2004-09-12,"BONY HERRING",9,"(6,9]",5,"REST",3,0,0
"57831",14149,2004-09-12,"BONY HERRING",5.4,"(3,6]",5,"REST",2,0,0
"57833",14150,2004-09-12,"MAZIWA",8.5,"(6,9]",10,"REST",2,0,0
"57835",14151,2004-09-12,"BONY HERRING",3.7,"(3,6]",2,"REST",3,0,1
"57838",14152,2004-09-12,"BONY HERRING",9.4,"(9,12]",5,"REST",2,0,1
"57840",14153,2004-09-12,"MAZIWA",5.8,"(3,6]",9,"FORAGE",1,0,0
"57842",14155,2004-09-12,"MAZIWA",4.9,"(3,6]",8,"FORAGE",2,0,0
"57844",14156,2004-09-12,"MAZIWA",7.9,"(6,9]",30,"REST",9,0,1
"57853",14157,2004-09-12,"BONY HERRING",7.2,"(6,9]",5,"FORAGE",2,0,0
"57855",14158,2004-09-12,"BONY HERRING",7.6,"(6,9]",5,"REST",3,0,0
"57867",14161,2004-09-12,"BONY HERRING",4.8,"(3,6]",19,"REST",18,0,1
"57885",14162,2004-09-12,"BONY HERRING",5,"(3,6]",5,"REST",1,0,0
"57886",14163,2004-09-12,"BONY HERRING",6.4,"(6,9]",5,"REST",4,0,0
"57893",14165,2004-09-12,"MAZIWA",3.7,"(3,6]",13,"FORAGE",5,0,0
"57898",14166,2004-09-12,"BONY HERRING",7.6,"(6,9]",12,"FORAGE",1,0,0
"57899",14167,2004-09-12,"BONY HERRING",7.6,"(6,9]",5,"FORAGE",1,0,0
"57900",14168,2004-09-12,"BONY HERRING",7.8,"(6,9]",5,"FORAGE",2,0,0
"57902",14169,2004-09-13,"MAZIWA",3,"(0,3]",6,"FORAGE",2,0,0
"57907",14171,2004-09-13,"MAZIWA",1.7,"(0,3]",8,"FORAGE",8,0,0
"57915",14172,2004-09-13,"MAZIWA",4,"(3,6]",8,"REST",1,0,0
"57916",14173,2004-09-13,"BONY HERRING",8.5,"(6,9]",6,"UNKNOWN",2,0,0
"57918",14174,2004-09-13,"BONY HERRING",8.7,"(6,9]",7,"REST",3,0,0
"57921",14175,2004-09-13,"GENE MACHINE",3,"(0,3]",11,"FORAGE",1,0,1
"57922",14176,2004-09-13,"MAZIWA",0.8,"(0,3]",8,"REST",2,0,0
"57924",14177,2004-09-13,"BONY HERRING",3.2,"(3,6]",10,"REST",2,0,0
"57926",14178,2004-09-13,"BONY HERRING",3,"(0,3]",13,"REST",8,0,0
"57934",14179,2004-09-13,"GENE MACHINE",1.5,"(0,3]",10,"REST",3,0,0
"57937",14180,2004-09-13,"BONY HERRING",2,"(0,3]",6,"FORAGE",2,0,0
"57939",14181,2004-09-13,"MAZIWA",1,"(0,3]",12,"UNKNOWN",4,0,0
"57943",14182,2004-09-13,"GENE MACHINE",4,"(3,6]",7,"TRAVEL",2,0,0
"57945",14183,2004-09-13,"GENE MACHINE",6.7,"(6,9]",27,"TRAVEL",2,0,0
"57947",14184,2004-09-13,"BONY HERRING",6.2,"(6,9]",5,"FORAGE",1,0,0
"57948",14185,2004-09-13,"GENE MACHINE",10.3,"(9,12]",6,"REST",3,0,0
"57951",14186,2004-09-13,"BONY HERRING",5.8,"(3,6]",6,"FORAGE",1,0,0
"57952",14187,2004-09-13,"GENE MACHINE",6.4,"(6,9]",17,"TRAVEL",1,0,0
"57953",14188,2004-09-13,"MAZIWA",9.6,"(9,12]",22,NA,6,0,1
"57959",14189,2004-09-13,"BONY HERRING",6.3,"(6,9]",17,"REST",2,0,0
"57964",14191,2004-09-13,"GENE MACHINE",9.2,"(9,12]",18,"TRAVEL",13,0,0
"57979",14193,2004-09-13,"GENE MACHINE",9,"(6,9]",5,"TRAVEL",2,0,0
"57981",14194,2004-09-13,"BONY HERRING",3.1,"(3,6]",7,"REST",4,0,0
"58007",14197,2004-09-13,"GENE MACHINE",6.4,"(6,9]",6,"FORAGE",2,0,0
"58009",14198,2004-09-13,"GENE MACHINE",8,"(6,9]",6,"FORAGE",1,0,0
"58010",14199,2004-09-13,"MAZIWA",7.9,"(6,9]",24,"UNKNOWN",5,0,0
"58015",14200,2004-09-13,"GENE MACHINE",6.9,"(6,9]",5,"FORAGE",2,0,0
"58017",14201,2004-09-13,"MAZIWA",9.6,"(9,12]",30,"UNKNOWN",12,0,0
"58029",14202,2004-09-13,"MAZIWA",9.6,"(9,12]",23,"FORAGE",13,0,0
"58053",14205,2004-09-13,"BONY HERRING",11.1,"(9,12]",15,"TRAVEL",7,0,0
"58060",14206,2004-09-13,"BONY HERRING",4.9,"(3,6]",5,"TRAVEL",5,0,0
"58065",14207,2004-09-14,"MAZIWA",4,"(3,6]",5,"UNKNOWN",1,0,0
"58066",14208,2004-09-14,"MAZIWA",1.7,"(0,3]",48,"FORAGE",15,0,0
"58081",14209,2004-09-14,"BONY HERRING",2.9,"(0,3]",11,"FORAGE",5,0,0
"58101",14212,2004-09-14,"BONY HERRING",11.2,"(9,12]",19,"FORAGE",4,0,0
"58105",14213,2004-09-14,"GENE MACHINE",2.6,"(0,3]",6,"TRAVEL",1,0,0
"58106",14214,2004-09-14,"GENE MACHINE",4.5,"(3,6]",5,"FORAGE",1,0,0
"58107",14215,2004-09-14,"GENE MACHINE",7.8,"(6,9]",15,"FORAGE",2,0,0
"58109",14216,2004-09-14,"BONY HERRING",9.8,"(9,12]",5,"FORAGE",3,0,0
"58112",14217,2004-09-16,"BONY HERRING",4.2,"(3,6]",6,"TRAVEL",5,0,0
"58117",14218,2004-09-16,"BONY HERRING",5.3,"(3,6]",5,"FORAGE",3,0,0
"58120",14219,2004-09-16,"GENE MACHINE",3,"(0,3]",13,"REST",14,0,0
"58134",14220,2004-09-16,"BONY HERRING",2.6,"(0,3]",13,"FORAGE",7,0,0
"58141",14221,2004-09-17,"BONY HERRING",1.8,"(0,3]",5,"FORAGE",4,0,0
"58145",14222,2004-09-17,"GENE MACHINE",5.2,"(3,6]",8,"FORAGE",3,0,0
"58148",14223,2004-09-17,"GENE MACHINE",5.2,"(3,6]",5,"REST",4,0,0
"58152",14224,2004-09-17,"GENE MACHINE",7.1,"(6,9]",12,"UNKNOWN",3,0,0
"58155",14225,2004-09-17,"BONY HERRING",9.2,"(9,12]",9,"REST",9,0,0
"58166",14227,2004-09-17,"GENE MACHINE",8.1,"(6,9]",13,"SOCIAL",5,0,0
"58171",14228,2004-09-17,"BONY HERRING",8.6,"(6,9]",6,"REST",7,0,0
"58178",14229,2004-09-17,"BONY HERRING",3.2,"(3,6]",7,"REST",5,0,0
"58184",14231,2004-09-17,"GENE MACHINE",3.6,"(3,6]",17,"REST",5,0,0
"58197",14235,2004-09-18,"MAZIWA",4.3,"(3,6]",5,"UNKNOWN",6,0,0
"58203",14236,2004-09-18,"MAZIWA",6.7,"(6,9]",5,"UNKNOWN",1,0,0
"58204",14237,2004-09-18,"GENE MACHINE",7.1,"(6,9]",61,"FORAGE",3,1,0
"58207",14238,2004-09-18,"BONY HERRING",6.8,"(6,9]",12,"FORAGE",2,0,0
"58209",14239,2004-09-18,"GENE MACHINE",3.9,"(3,6]",5,"FORAGE",1,1,0
"58210",14240,2004-09-18,"BONY HERRING",6.5,"(6,9]",5,"UNKNOWN",1,0,0
"58211",14241,2004-09-18,"GENE MACHINE",8.1,"(6,9]",5,"UNKNOWN",1,1,0
"58212",14242,2004-09-18,"BONY HERRING",6.9,"(6,9]",18,"TRAVEL",5,0,0
"58217",14243,2004-09-18,"GENE MACHINE",8.7,"(6,9]",15,"TRAVEL",5,1,0
"58221",14244,2004-09-18,"GENE MACHINE",8,"(6,9]",17,"UNKNOWN",3,1,0
"58224",14245,2004-09-18,"GENE MACHINE",8.1,"(6,9]",5,"TRAVEL",2,1,0
"58226",14246,2004-09-18,"GENE MACHINE",7.4,"(6,9]",18,"REST",9,1,0
"58244",14248,2004-09-18,"BONY HERRING",13.2,"(12,15]",15,"TRAVEL",2,0,0
"58246",14249,2004-09-18,"GENE MACHINE",11.7,"(9,12]",5,"REST",7,1,0
"58289",14252,2004-09-18,"BONY HERRING",2,"(0,3]",2,"REST",3,0,0
"58292",14253,2004-09-18,"BONY HERRING",6.8,"(6,9]",7,"FORAGE",5,0,0
"58297",14254,2004-09-18,"GENE MACHINE",8.2,"(6,9]",29,"FORAGE",3,1,0
"58300",14255,2004-09-18,"MAZIWA",7.3,"(6,9]",24,"UNKNOWN",7,0,0
"58311",14257,2004-09-18,"BONY HERRING",8.2,"(6,9]",5,"FORAGE",2,0,0
"58313",14258,2004-09-19,"BONY HERRING",7,"(6,9]",6,"REST",2,0,0
"58315",14259,2004-09-19,"MAZIWA",6,"(3,6]",7,"FORAGE",2,0,0
"58317",14260,2004-09-19,"GENE MACHINE",9.2,"(9,12]",8,"TRAVEL",2,1,0
"58319",14261,2004-09-19,"BONY HERRING",10,"(9,12]",5,"FORAGE",2,0,0
"58321",14262,2004-09-19,"GENE MACHINE",10,"(9,12]",5,"FORAGE",2,1,0
"58323",14263,2004-09-19,"MAZIWA",9.1,"(9,12]",29,"FORAGE",8,0,1
"58330",14264,2004-09-19,"GENE MACHINE",10.4,"(9,12]",7,"FORAGE",1,1,0
"58331",14265,2004-09-19,"BONY HERRING",12,"(9,12]",18,"FORAGE",12,0,0
"58343",14266,2004-09-19,"GENE MACHINE",10.7,"(9,12]",5,"FORAGE",1,1,0
"58344",14267,2004-09-19,"GENE MACHINE",11.7,"(9,12]",22,"FORAGE",3,1,0
"58347",14268,2004-09-19,"MAZIWA",7.9,"(6,9]",26,"UNKNOWN",4,0,0
"58351",14269,2004-09-19,"BONY HERRING",11.2,"(9,12]",13,"FORAGE",5,0,0
"58356",14270,2004-09-19,"GENE MACHINE",5.9,"(3,6]",26,"TRAVEL",3,1,0
"58359",14271,2004-09-19,"MAZIWA",9.5,"(9,12]",6,"UNKNOWN",4,0,0
"58363",14272,2004-09-19,"GENE MACHINE",5.6,"(3,6]",12,"TRAVEL",6,1,0
"58369",14273,2004-09-19,"GENE MACHINE",1.3,"(0,3]",5,"FORAGE",2,1,0
"58371",14274,2004-09-19,"GENE MACHINE",4.6,"(3,6]",5,"FORAGE",1,1,0
"58372",14275,2004-09-19,"BONY HERRING",7.2,"(6,9]",7,"UNKNOWN",3,0,0
"58375",14276,2004-09-19,"GENE MACHINE",4.5,"(3,6]",10,"FORAGE",2,1,0
"58377",14277,2004-09-19,"GENE MACHINE",5.2,"(3,6]",18,"TRAVEL",11,1,0
"58388",14278,2004-09-19,"MAZIWA",2.2,"(0,3]",14,"UNKNOWN",1,0,1
"58389",14279,2004-09-19,"GENE MACHINE",6.6,"(6,9]",6,"FORAGE",1,1,0
"58390",14280,2004-09-19,"BONY HERRING",6.4,"(6,9]",11,"REST",9,0,0
"58406",14282,2004-09-19,"MAZIWA",7,"(6,9]",14,"FORAGE",1,0,0
"58409",14284,2004-09-19,"GENE MACHINE",6.4,"(6,9]",5,"FORAGE",1,1,0
"58410",14285,2004-09-19,"MAZIWA",4.9,"(3,6]",16,"FORAGE",3,0,1
"58413",14286,2004-09-19,"BONY HERRING",10.7,"(9,12]",16,"UNKNOWN",8,0,0
"58421",14287,2004-09-19,"GENE MACHINE",7.6,"(6,9]",7,"FORAGE",1,1,0
"58422",14288,2004-09-19,"GENE MACHINE",9.3,"(9,12]",5,"FORAGE",1,1,0
"58423",14289,2004-09-19,"MAZIWA",7,"(6,9]",16,"FORAGE",5,0,0
"58428",14290,2004-09-19,"GENE MACHINE",11,"(9,12]",6,"FORAGE",1,1,0
"58429",14291,2004-09-19,"GENE MACHINE",10.3,"(9,12]",12,"TRAVEL",9,1,0
"58447",14293,2004-09-19,"BONY HERRING",12,"(9,12]",5,"UNKNOWN",6,0,0
"58454",14294,2004-09-20,"BONY HERRING",6,"(3,6]",5,"TRAVEL",10,0,0
"58464",14295,2004-09-20,"BONY HERRING",7.5,"(6,9]",5,"REST",7,0,0
"58471",14296,2004-09-20,"GENE MACHINE",6.4,"(6,9]",7,"FORAGE",1,0,0
"58472",14297,2004-09-20,"GENE MACHINE",10,"(9,12]",7,"FORAGE",2,0,0
"58474",14298,2004-09-20,"BONY HERRING",5.3,"(3,6]",7,"FORAGE",1,0,0
"58475",14299,2004-09-20,"GENE MACHINE",7.5,"(6,9]",6,"FORAGE",2,0,0
"58477",14300,2004-09-20,"GENE MACHINE",7,"(6,9]",20,"SOCIAL",8,0,0
"58485",14301,2004-09-24,"BONY HERRING",4.5,"(3,6]",6,"SOCIAL",4,0,0
"58489",14302,2004-09-24,"BONY HERRING",4.6,"(3,6]",5,"REST",5,0,0
"58494",14303,2004-09-24,"GENE MACHINE",6.8,"(6,9]",11,"FORAGE",2,0,0
"58496",14304,2004-09-24,"GENE MACHINE",9.6,"(9,12]",24,"FORAGE",3,0,1
"58499",14305,2004-09-24,"BONY HERRING",6.4,"(6,9]",6,"UNKNOWN",2,0,0
"58503",14307,2004-09-24,"BONY HERRING",4.3,"(3,6]",5,"REST",8,0,0
"58511",14308,2004-09-25,"GENE MACHINE",7.3,"(6,9]",5,"FORAGE",2,0,0
"58513",14309,2004-09-25,"BONY HERRING",3,"(0,3]",5,"FORAGE",1,0,0
