"","Observation ID","Observation Date","Platform","Depth","depth_class","Survey_Length","First Five Activity","Group Size","biopsy_day","Bowride_in_survey"
"51528",12513,2003-07-19,"BONY HERRING",13.9,"(12,15]",12,"FORAGE",2,0,0
"51530",12514,2003-07-19,"MAZIWA",10.7,"(9,12]",5,"FORAGE",1,0,0
"51531",12515,2003-07-19,"BONY HERRING",12.4,"(12,15]",8,"FORAGE",2,0,1
"51533",12516,2003-07-19,"MAZIWA",7.6,"(6,9]",24,"TRAVEL",2,0,0
"51535",12517,2003-07-19,"BONY HERRING",11.7,"(9,12]",7,"FORAGE",1,0,0
"51536",12518,2003-07-19,"BONY HERRING",11.8,"(9,12]",7,"FORAGE",1,0,0
"51537",12519,2003-07-19,"BONY HERRING",11.4,"(9,12]",5,"FORAGE",1,0,0
"51538",12520,2003-07-19,"BONY HERRING",11.4,"(9,12]",9,"REST",10,0,0
"51548",12521,2003-07-19,"MAZIWA",3.4,"(3,6]",24,"FORAGE",1,0,0
"51549",12522,2003-07-19,"MAZIWA",3.7,"(3,6]",5,"REST",2,0,0
"51561",12524,2003-07-20,"MAZIWA",4.9,"(3,6]",19,"SOCIAL",7,0,0
"51579",12526,2003-07-22,"MAZIWA",1.5,"(0,3]",12,"FORAGE",2,0,0
"51581",12527,2003-07-24,"BONY HERRING",4,"(3,6]",7,"REST",4,0,0
"51585",12528,2003-07-24,"BONY HERRING",1.5,"(0,3]",19,"FORAGE",7,0,1
"51596",12530,2003-07-25,"MAZIWA",2.1,"(0,3]",13,"FORAGE",5,0,1
"51602",12531,2003-07-25,"BONY HERRING",7.8,"(6,9]",6,"FORAGE",2,0,0
"51604",12532,2003-07-25,"MAZIWA",1.2,"(0,3]",5,"FORAGE",1,0,0
"51605",12533,2003-07-25,"BONY HERRING",9.4,"(9,12]",9,"FORAGE",3,0,0
"51608",12534,2003-07-25,"MAZIWA",4.9,"(3,6]",10,"SOCIAL",15,0,1
"51623",12535,2003-07-25,"BONY HERRING",5.6,"(3,6]",7,"TRAVEL",4,0,0
"51627",12536,2003-07-25,"BONY HERRING",7.9,"(6,9]",8,"TRAVEL",4,0,0
"51631",12537,2003-07-25,"BONY HERRING",2.5,"(0,3]",8,"UNKNOWN",2,0,0
"51633",12538,2003-07-25,"BONY HERRING",7.2,"(6,9]",11,"TRAVEL",6,0,0
"51639",12539,2003-07-25,"BONY HERRING",10.1,"(9,12]",5,"FORAGE",1,0,0
"51640",12540,2003-07-25,"BONY HERRING",6.8,"(6,9]",11,"TRAVEL",3,0,0
"51646",12542,2003-07-25,"BONY HERRING",10,"(9,12]",35,"TRAVEL",3,0,0
"51649",12543,2003-07-25,"BONY HERRING",NA,NA,18,"SOCIAL",6,0,0
"51655",12544,2003-07-25,"BONY HERRING",9.4,"(9,12]",8,"TRAVEL",3,0,0
"51658",12545,2003-07-25,"BONY HERRING",10.4,"(9,12]",12,"TRAVEL",3,0,0
"51661",12546,2003-07-25,"BONY HERRING",6.9,"(6,9]",6,"REST",7,0,0
"51678",12548,2003-07-25,"BONY HERRING",6.8,"(6,9]",13,"FORAGE",6,0,0
"51684",12549,2003-07-26,"BONY HERRING",12.6,"(12,15]",21,"REST",18,0,0
"51702",12550,2003-07-26,"MAZIWA",1.5,"(0,3]",30,"REST",9,0,0
"51711",12551,2003-07-26,"BONY HERRING",10.6,"(9,12]",6,"FORAGE",2,0,0
"51746",12554,2003-07-26,"BONY HERRING",8.7,"(6,9]",7,"REST",3,0,0
"51749",12555,2003-07-26,"BONY HERRING",5.8,"(3,6]",17,"REST",11,0,0
"51760",12556,2003-07-26,"BONY HERRING",12,"(9,12]",12,"FORAGE",12,0,0
"51779",12558,2003-07-26,"BONY HERRING",NA,NA,7,"UNKNOWN",3,0,0
"51782",12559,2003-07-27,"BONY HERRING",NA,NA,43,"UNKNOWN",6,0,0
"51788",12560,2003-07-27,"MAZIWA",7.3,"(6,9]",8,"FORAGE",2,0,0
"51790",12561,2003-07-27,"MAZIWA",6.4,"(6,9]",6,"TRAVEL",3,0,1
"51793",12562,2003-07-27,"MAZIWA",7.3,"(6,9]",17,"TRAVEL",5,0,1
"51798",12563,2003-07-27,"BONY HERRING",9.2,"(9,12]",7,"FORAGE",4,0,1
"51802",12564,2003-07-27,"MAZIWA",3.7,"(3,6]",26,"REST",8,0,0
"51810",12565,2003-07-27,"BONY HERRING",1.5,"(0,3]",6,"FORAGE",5,0,0
"51819",12567,2003-07-27,"MAZIWA",2.1,"(0,3]",11,"FORAGE",2,0,0
"51822",12568,2003-07-27,"MAZIWA",10.1,"(9,12]",6,"FORAGE",1,0,0
"51829",12571,2003-07-27,"BONY HERRING",8.8,"(6,9]",9,"UNKNOWN",3,0,0
"51832",12572,2003-07-27,"BONY HERRING",1.9,"(0,3]",18,"SOCIAL",4,0,0
"51841",12574,2003-07-27,"MAZIWA",9.5,"(9,12]",15,"TRAVEL",5,0,0
"51863",12577,2003-07-27,"BONY HERRING",2.6,"(0,3]",6,"FORAGE",1,0,0
"51870",12580,2003-07-27,"BONY HERRING",3.8,"(3,6]",15,"FORAGE",7,0,0
"51877",12581,2003-07-27,"BONY HERRING",4.2,"(3,6]",36,"FORAGE",6,0,0
"51883",12582,2003-07-28,"MAZIWA",3.7,"(3,6]",5,"TRAVEL",2,0,0
"51885",12583,2003-07-28,"BONY HERRING",7,"(6,9]",7,"FORAGE",2,0,1
"51887",12584,2003-07-28,"MAZIWA",3,"(0,3]",6,"REST",4,0,1
"51891",12585,2003-07-28,"BONY HERRING",1.4,"(0,3]",12,"FORAGE",3,0,0
"51894",12586,2003-07-28,"BONY HERRING",3.6,"(3,6]",10,"REST",9,0,0
"51916",12588,2003-07-28,"BONY HERRING",7.2,"(6,9]",11,"SOCIAL",7,0,0
"51923",12589,2003-07-29,"MAZIWA",1.2,"(0,3]",5,"TRAVEL",5,0,0
"51928",12590,2003-07-30,"MAZIWA",3.7,"(3,6]",10,"FORAGE",3,0,0
"51931",12591,2003-07-30,"MAZIWA",4,"(3,6]",6,"FORAGE",4,0,0
"51935",12592,2003-07-30,"BONY HERRING",5,"(3,6]",8,"TRAVEL",5,0,0
"51940",12593,2003-07-30,"BONY HERRING",2.1,"(0,3]",6,"TRAVEL",5,0,1
"51945",12594,2003-07-30,"BONY HERRING",10.6,"(9,12]",7,"SOCIAL",5,0,1
"51950",12595,2003-07-30,"BONY HERRING",5.4,"(3,6]",5,"FORAGE",1,0,0
"51951",12596,2003-07-30,"BONY HERRING",9.4,"(9,12]",11,"SOCIAL",5,0,0
"51956",12597,2003-07-31,"BONY HERRING",4,"(3,6]",5,"REST",4,0,1
"51960",12598,2003-07-31,"BONY HERRING",4.4,"(3,6]",19,"SOCIAL",8,0,0
"51968",12599,2003-07-31,"BONY HERRING",4.3,"(3,6]",8,"FORAGE",6,0,1
"51976",12601,2003-08-01,"MAZIWA",4.3,"(3,6]",5,"TRAVEL",2,0,0
"51978",12602,2003-08-01,"MAZIWA",2.1,"(0,3]",5,"FORAGE",1,0,0
"51979",12603,2003-08-01,"MAZIWA",4,"(3,6]",12,"TRAVEL",9,0,0
"51988",12604,2003-08-02,"BONY HERRING",NA,NA,5,"UNKNOWN",1,0,0
"51989",12605,2003-08-02,"BONY HERRING",2.3,"(0,3]",10,"FORAGE",7,0,0
"51996",12606,2003-08-02,"MAZIWA",7.9,"(6,9]",5,"REST",1,0,0
"52002",12608,2003-08-02,"MAZIWA",1.8,"(0,3]",5,"FORAGE",1,0,0
"52003",12609,2003-08-02,"BONY HERRING",4,"(3,6]",6,"FORAGE",2,0,0
"52005",12610,2003-08-02,"BONY HERRING",7.6,"(6,9]",5,"FORAGE",2,0,1
"52007",12611,2003-08-02,"MAZIWA",6,"(3,6]",6,"FORAGE",1,0,0
"52008",12612,2003-08-02,"MAZIWA",4.6,"(3,6]",5,"REST",2,0,0
"52017",12614,2003-08-02,"MAZIWA",9.5,"(9,12]",46,"REST",13,0,0
"52030",12615,2003-08-02,"BONY HERRING",1.9,"(0,3]",5,"REST",5,0,0
"52035",12616,2003-08-02,"BONY HERRING",5.5,"(3,6]",7,"REST",6,0,1
"52042",12618,2003-08-02,"MAZIWA",9.5,"(9,12]",5,"FORAGE",2,0,0
"52049",12621,2003-08-02,"MAZIWA",7,"(6,9]",12,"REST",9,0,0
"52058",12622,2003-08-02,"BONY HERRING",9.6,"(9,12]",8,"SOCIAL",7,0,1
"52065",12623,2003-08-03,"MAZIWA",4.6,"(3,6]",6,"FORAGE",3,0,0
"52068",12624,2003-08-03,"MAZIWA",4,"(3,6]",10,"FORAGE",2,0,0
"52070",12625,2003-08-06,"MAZIWA",0.9,"(0,3]",12,"TRAVEL",10,0,0
"52080",12626,2003-08-06,"MAZIWA",6.4,"(6,9]",6,"TRAVEL",3,0,0
"52083",12627,2003-08-06,"MAZIWA",0.9,"(0,3]",7,"REST",2,0,0
"52094",12629,2003-08-06,"MAZIWA",4.3,"(3,6]",5,"TRAVEL",2,0,0
"52104",12631,2003-08-06,"BONY HERRING",7,"(6,9]",5,"FORAGE",4,0,0
"52111",12633,2003-08-06,"MAZIWA",4.4,"(3,6]",23,"REST",10,0,0
"52139",12636,2003-08-06,"GENE MACHINE",10.2,"(9,12]",8,"TRAVEL",3,0,0
"52142",12637,2003-08-06,"GENE MACHINE",10,"(9,12]",11,"FORAGE",1,0,0
"52152",12640,2003-08-09,"MAZIWA",2.9,"(0,3]",5,"FORAGE",2,0,0
"52154",12641,2003-08-09,"BONY HERRING",10.6,"(9,12]",12,"TRAVEL",2,0,0
"52156",12642,2003-08-09,"MAZIWA",2.7,"(0,3]",12,"FORAGE",1,0,0
"52157",12643,2003-08-09,"BONY HERRING",10.8,"(9,12]",10,"FORAGE",2,0,0
"52159",12644,2003-08-09,"GENE MACHINE",1.5,"(0,3]",5,NA,2,0,0
"52161",12645,2003-08-09,"GENE MACHINE",2.1,"(0,3]",25,NA,4,0,0
"52165",12646,2003-08-09,"BONY HERRING",9.4,"(9,12]",17,"REST",8,0,0
"52173",12647,2003-08-09,"MAZIWA",4,"(3,6]",22,"FORAGE",14,0,0
"52187",12648,2003-08-09,"BONY HERRING",1.4,"(0,3]",12,"FORAGE",2,0,0
"52198",12650,2003-08-09,"GENE MACHINE",9.2,"(9,12]",5,"FORAGE",2,0,0
"52213",12652,2003-08-09,"BONY HERRING",8.4,"(6,9]",10,"REST",3,0,0
"52216",12653,2003-08-09,"GENE MACHINE",5.9,"(3,6]",5,"FORAGE",1,0,0
"52217",12654,2003-08-09,"BONY HERRING",2.4,"(0,3]",7,"REST",8,0,0
"52225",12655,2003-08-09,"GENE MACHINE",10,"(9,12]",6,"FORAGE",2,0,0
"52227",12656,2003-08-09,"GENE MACHINE",7.1,"(6,9]",5,"FORAGE",1,0,0
"52229",12658,2003-08-09,"BONY HERRING",6.7,"(6,9]",15,"REST",6,0,0
"52249",12661,2003-08-10,"MAZIWA",4.9,"(3,6]",1,"FORAGE",1,0,0
"52250",12662,2003-08-10,"MAZIWA",9.1,"(9,12]",5,"FORAGE",2,0,0
"52252",12663,2003-08-12,"MAZIWA",5.2,"(3,6]",4,"FORAGE",1,0,0
"52253",12664,2003-08-12,"MAZIWA",5.5,"(3,6]",7,"SOCIAL",7,0,0
"52260",12665,2003-08-12,"BONY HERRING",8.1,"(6,9]",14,"FORAGE",15,0,0
"52275",12666,2003-08-13,"MAZIWA",5,"(3,6]",5,"FORAGE",1,0,0
"52276",12667,2003-08-13,"BONY HERRING",8.3,"(6,9]",7,"FORAGE",7,0,0
"52283",12668,2003-08-13,"MAZIWA",8.8,"(6,9]",7,"FORAGE",1,0,0
"52284",12669,2003-08-13,"MAZIWA",2.8,"(0,3]",12,"FORAGE",2,0,0
"52291",12671,2003-08-13,"BONY HERRING",8.8,"(6,9]",12,"FORAGE",5,0,1
"52296",12672,2003-08-13,"BONY HERRING",4.3,"(3,6]",6,"FORAGE",1,0,0
"52299",12674,2003-08-13,"MAZIWA",7.3,"(6,9]",14,"FORAGE",5,0,0
"52304",12675,2003-08-13,"BONY HERRING",1.8,"(0,3]",5,"FORAGE",1,0,0
"52312",12677,2003-08-13,"BONY HERRING",3.5,"(3,6]",8,"FORAGE",2,0,0
"52314",12678,2003-08-14,"MAZIWA",4.6,"(3,6]",8,"FORAGE",1,0,0
"52315",12679,2003-08-14,"MAZIWA",2,"(0,3]",5,"TRAVEL",2,0,0
"52317",12680,2003-08-14,"MAZIWA",1.4,"(0,3]",6,"TRAVEL",1,0,0
"52318",12681,2003-08-14,"BONY HERRING",NA,NA,5,"OTHER",2,0,1
"52320",12682,2003-08-14,"MAZIWA",3,"(0,3]",8,"FORAGE",5,0,0
"52325",12683,2003-08-14,"BONY HERRING",7.5,"(6,9]",5,"UNKNOWN",4,0,1
"52333",12685,2003-08-14,"BONY HERRING",9.1,"(9,12]",9,"TRAVEL",8,0,0
"52341",12686,2003-08-14,"GENE MACHINE",6.9,"(6,9]",5,NA,2,0,0
"52343",12687,2003-08-14,"BONY HERRING",7,"(6,9]",6,"TRAVEL",4,0,0
"52347",12688,2003-08-14,"MAZIWA",5.2,"(3,6]",12,"FORAGE",2,0,0
"52349",12689,2003-08-14,"BONY HERRING",2.2,"(0,3]",7,"FORAGE",3,0,0
"52352",12690,2003-08-14,"GENE MACHINE",3.6,"(3,6]",19,NA,4,0,1
"52356",12691,2003-08-15,"MAZIWA",3.7,"(3,6]",5,"REST",2,0,0
"52358",12692,2003-08-15,"MAZIWA",0.9,"(0,3]",7,"TRAVEL",2,0,0
"52360",12693,2003-08-15,"MAZIWA",7.9,"(6,9]",30,"REST",6,0,0
"52366",12694,2003-08-15,"BONY HERRING",7.4,"(6,9]",5,"FORAGE",3,0,0
"52369",12695,2003-08-15,"BONY HERRING",13.2,"(12,15]",6,NA,4,0,0
"52373",12696,2003-08-15,"MAZIWA",8.5,"(6,9]",7,"REST",2,0,1
"52377",12698,2003-08-15,"BONY HERRING",8.4,"(6,9]",7,"FORAGE",2,0,0
"52380",12700,2003-08-15,"MAZIWA",7.3,"(6,9]",7,"FORAGE",2,0,0
"52382",12701,2003-08-15,"BONY HERRING",10.6,"(9,12]",5,"TRAVEL",3,0,0
"52385",12702,2003-08-15,"MAZIWA",2.4,"(0,3]",19,"TRAVEL",9,0,1
"52395",12704,2003-08-16,"BONY HERRING",NA,NA,5,"UNKNOWN",6,0,0
"52401",12705,2003-08-16,"BONY HERRING",5.4,"(3,6]",5,"REST",2,0,0
"52403",12706,2003-08-16,"MAZIWA",3.4,"(3,6]",18,"REST",5,0,0
"52408",12707,2003-08-16,"BONY HERRING",2,"(0,3]",18,"FORAGE",3,0,0
"52411",12708,2003-08-16,"BONY HERRING",8.4,"(6,9]",11,"FORAGE",5,0,0
"52416",12709,2003-08-16,"BONY HERRING",8.7,"(6,9]",5,"FORAGE",2,0,0
"52418",12710,2003-08-16,"BONY HERRING",5.1,"(3,6]",10,"FORAGE",7,0,0
"52425",12711,2003-08-16,"BONY HERRING",8.2,"(6,9]",5,"TRAVEL",2,0,0
"52427",12712,2003-08-16,"BONY HERRING",2.6,"(0,3]",5,"UNKNOWN",2,0,0
"52429",12713,2003-08-16,"MAZIWA",4.9,"(3,6]",12,NA,3,0,1
"52457",12717,2003-08-16,"MAZIWA",8.2,"(6,9]",11,"TRAVEL",8,0,0
"52465",12718,2003-08-16,"BONY HERRING",4.8,"(3,6]",8,"UNKNOWN",6,0,0
"52492",12722,2003-08-16,"BONY HERRING",10.2,"(9,12]",5,"FORAGE",2,0,0
"52494",12723,2003-08-16,"BONY HERRING",5.8,"(3,6]",5,"REST",3,0,0
"52497",12724,2003-08-17,"MAZIWA",3.7,"(3,6]",5,"TRAVEL",3,0,0
"52500",12725,2003-08-17,"MAZIWA",4,"(3,6]",9,"TRAVEL",3,0,0
"52503",12726,2003-08-17,"MAZIWA",6.7,"(6,9]",9,"FORAGE",2,0,0
"52505",12727,2003-08-17,"MAZIWA",9.1,"(9,12]",5,"FORAGE",1,0,0
"52506",12728,2003-08-17,"MAZIWA",2.6,"(0,3]",5,"FORAGE",1,0,0
"52507",12729,2003-08-17,"MAZIWA",6.7,"(6,9]",5,"REST",1,0,0
"52508",12730,2003-08-17,"BONY HERRING",8.2,"(6,9]",8,"TRAVEL",5,0,0
"52513",12731,2003-08-17,"BONY HERRING",5.2,"(3,6]",18,"FORAGE",1,0,0
"52514",12732,2003-08-17,"MAZIWA",9.6,"(9,12]",10,"FORAGE",3,0,0
"52517",12733,2003-08-17,"BONY HERRING",12.6,"(12,15]",16,"FORAGE",4,0,0
"52527",12735,2003-08-17,"BONY HERRING",11.8,"(9,12]",8,"FORAGE",3,0,0
"52530",12736,2003-08-17,"MAZIWA",5.5,"(3,6]",6,"FORAGE",1,0,0
"52531",12737,2003-08-17,"BONY HERRING",7.5,"(6,9]",20,"FORAGE",12,0,0
"52553",12738,2003-08-17,"MAZIWA",5.5,"(3,6]",49,"REST",15,0,0
"52576",12740,2003-08-17,"BONY HERRING",14,"(12,15]",5,"FORAGE",3,0,0
"52579",12741,2003-08-17,"BONY HERRING",14.8,"(12,15]",6,"FORAGE",4,0,0
"52593",12743,2003-08-18,"MAZIWA",9.6,"(9,12]",30,"TRAVEL",6,0,0
"52599",12744,2003-08-18,"BONY HERRING",4.1,"(3,6]",27,"FORAGE",4,0,0
"52607",12745,2003-08-18,"MAZIWA",9.1,"(9,12]",22,"TRAVEL",2,0,0
"52609",12746,2003-08-18,"BONY HERRING",10.3,"(9,12]",25,"REST",5,0,0
"52614",12747,2003-08-18,"MAZIWA",3.7,"(3,6]",5,"TRAVEL",3,0,0
"52617",12748,2003-08-18,"BONY HERRING",4.5,"(3,6]",44,"REST",14,0,0
"52631",12749,2003-08-18,"MAZIWA",8.5,"(6,9]",15,"TRAVEL",2,0,0
"52633",12750,2003-08-18,"BONY HERRING",12.8,"(12,15]",20,"REST",7,0,0
"52640",12751,2003-08-18,"BONY HERRING",13.4,"(12,15]",5,"UNKNOWN",3,0,0
"52652",12753,2003-08-20,"MAZIWA",4,"(3,6]",4,"FORAGE",1,0,0
"52653",12754,2003-08-20,"MAZIWA",4.3,"(3,6]",12,"TRAVEL",2,0,0
"52655",12755,2003-08-20,"MAZIWA",1.8,"(0,3]",16,"FORAGE",4,0,0
"52659",12756,2003-08-20,"MAZIWA",8.2,"(6,9]",30,"REST",12,0,0
"52671",12757,2003-08-20,"BONY HERRING",10.2,"(9,12]",5,"FORAGE",1,0,0
"52672",12758,2003-08-20,"BONY HERRING",13,"(12,15]",52,"UNKNOWN",3,0,0
"52675",12759,2003-08-20,"BONY HERRING",14.2,"(12,15]",9,"FORAGE",4,0,0
"52679",12760,2003-08-23,"MAZIWA",6.4,"(6,9]",5,"FORAGE",2,0,0
"52681",12761,2003-08-23,"BONY HERRING",6.8,"(6,9]",5,"SOCIAL",7,0,0
"52688",12762,2003-08-23,"GENE MACHINE",4.4,"(3,6]",5,NA,1,0,0
"52689",12763,2003-08-23,"GENE MACHINE",4.9,"(3,6]",8.4,NA,7,0,0
"52696",12764,2003-08-23,"BONY HERRING",NA,NA,12,"SOCIAL",7,0,0
"52703",12765,2003-08-27,"MAZIWA",4,"(3,6]",13,"FORAGE",8,0,0
"52711",12766,2003-08-27,"MAZIWA",4.3,"(3,6]",5,"FORAGE",1,0,0
"52712",12767,2003-08-27,"MAZIWA",8.2,"(6,9]",5,"TRAVEL",1,0,0
"52713",12768,2003-08-27,"MAZIWA",5.5,"(3,6]",45,"TRAVEL",7,0,0
"52720",12769,2003-08-27,"BONY HERRING",8.6,"(6,9]",20,"TRAVEL",3,0,0
"52723",12770,2003-08-27,"BONY HERRING",3.5,"(3,6]",6,"REST",10,0,0
"52737",12772,2003-08-27,"BONY HERRING",10.4,"(9,12]",22,"SOCIAL",5,0,1
"52742",12773,2003-08-27,"BONY HERRING",6.8,"(6,9]",13,"FORAGE",3,0,0
"52745",12774,2003-08-27,"MAZIWA",10.4,"(9,12]",12,"FORAGE",1,0,0
"52746",12775,2003-08-27,"BONY HERRING",4.8,"(3,6]",14,"FORAGE",2,0,0
"52748",12776,2003-08-27,"MAZIWA",12.2,"(12,15]",21,"FORAGE",1,0,0
"52755",12778,2003-08-27,"MAZIWA",12.2,"(12,15]",14,"FORAGE",2,0,0
"52757",12779,2003-08-27,"BONY HERRING",9.8,"(9,12]",5,"FORAGE",1,0,0
"52758",12780,2003-08-27,"BONY HERRING",5.4,"(3,6]",31,"UNKNOWN",6,0,0
"52764",12781,2003-08-27,"GENE MACHINE",3.5,"(3,6]",10,NA,1,0,0
"52766",12782,2003-08-27,"MAZIWA",10.1,"(9,12]",12,"TRAVEL",2,0,0
"52768",12783,2003-08-28,"BONY HERRING",7.2,"(6,9]",28,"TRAVEL",6,0,0
"52774",12784,2003-08-28,"BONY HERRING",6.8,"(6,9]",18,"REST",10,0,0
"52787",12785,2003-08-28,"MAZIWA",1,"(0,3]",10,"TRAVEL",2,0,0
"52789",12786,2003-08-28,"MAZIWA",9.6,"(9,12]",20,"REST",6,0,0
"52795",12787,2003-08-28,"BONY HERRING",4.2,"(3,6]",16,"UNKNOWN",2,0,0
"52797",12788,2003-08-28,"MAZIWA",2.1,"(0,3]",21,"TRAVEL",1,0,0
"52798",12789,2003-08-28,"BONY HERRING",2,"(0,3]",20,"FORAGE",3,0,0
"52801",12790,2003-08-28,"MAZIWA",9.1,"(9,12]",14,"SOCIAL",4,0,0
"52805",12791,2003-08-28,"BONY HERRING",10.4,"(9,12]",11,"OTHER",5,0,0
"52819",12793,2003-08-28,"BONY HERRING",7.8,"(6,9]",6,"FORAGE",2,0,0
"52821",12794,2003-08-28,"MAZIWA",9.1,"(9,12]",7,"FORAGE",1,0,0
"52822",12795,2003-08-28,"MAZIWA",9.6,"(9,12]",5,"TRAVEL",1,0,0
"52823",12796,2003-08-28,"BONY HERRING",5.4,"(3,6]",20,"SOCIAL",10,0,0
"52834",12797,2003-08-28,"MAZIWA",11,"(9,12]",11,"TRAVEL",4,0,0
"52838",12798,2003-08-28,"BONY HERRING",9.4,"(9,12]",5,"FORAGE",1,0,0
"52839",12799,2003-09-02,"BONY HERRING",3.7,"(3,6]",18,"TRAVEL",6,0,0
"52845",12800,2003-09-02,"BONY HERRING",6.4,"(6,9]",6,"FORAGE",1,0,0
"52846",12801,2003-09-02,"BONY HERRING",NA,NA,5,"REST",3,0,0
"52849",12802,2003-09-02,"BONY HERRING",6.6,"(6,9]",16,"FORAGE",2,0,0
"52851",12803,2003-09-02,"BONY HERRING",10.8,"(9,12]",16,"FORAGE",9,0,0
"52860",12804,2003-09-02,"BONY HERRING",12.5,"(12,15]",8,"FORAGE",1,0,0
"52861",12805,2003-09-02,"BONY HERRING",9,"(6,9]",12,"UNKNOWN",3,0,0
"52881",12808,2003-09-03,"BONY HERRING",1.9,"(0,3]",8,"FORAGE",3,0,0
"52884",12809,2003-09-03,"MAZIWA",7.9,"(6,9]",7,"FORAGE",1,0,0
"52885",12810,2003-09-03,"BONY HERRING",5.5,"(3,6]",6,"TRAVEL",1,0,0
"52886",12811,2003-09-03,"MAZIWA",7.6,"(6,9]",20,"TRAVEL",2,0,0
"52888",12812,2003-09-03,"BONY HERRING",10,"(9,12]",24,"FORAGE",5,0,0
"52893",12813,2003-09-03,"BONY HERRING",7.5,"(6,9]",12,"REST",3,0,0
"52896",12814,2003-09-03,"BONY HERRING",1.9,"(0,3]",14,"REST",9,0,0
"52906",12815,2003-09-03,"BONY HERRING",3.1,"(3,6]",11,"REST",7,0,0
"52914",12816,2003-09-03,"BONY HERRING",1.7,"(0,3]",5,"REST",4,0,0
"52918",12817,2003-09-03,"BONY HERRING",3.6,"(3,6]",8,"FORAGE",2,0,0
"52920",12818,2003-09-03,"MAZIWA",12.2,"(12,15]",57,"REST",21,0,1
"52941",12819,2003-09-03,"BONY HERRING",9.6,"(9,12]",11,"FORAGE",2,0,0
"52943",12820,2003-09-03,"MAZIWA",9.1,"(9,12]",8,"TRAVEL",9,0,0
"52952",12821,2003-09-03,"BONY HERRING",6.6,"(6,9]",10,"UNKNOWN",6,0,0
"52958",12822,2003-09-03,"BONY HERRING",6.4,"(6,9]",9,"TRAVEL",10,0,0
"52968",12823,2003-09-03,"MAZIWA",7.6,"(6,9]",5,"TRAVEL",2,0,0
"52980",12825,2003-09-04,"BONY HERRING",5.3,"(3,6]",9,"SOCIAL",3,0,0
"52983",12826,2003-09-04,"BONY HERRING",7.2,"(6,9]",8,"TRAVEL",6,0,0
"52989",12827,2003-09-04,"MAZIWA",5.2,"(3,6]",16,"TRAVEL",5,0,0
"52994",12828,2003-09-04,"BONY HERRING",9.2,"(9,12]",22,"REST",6,0,0
"53000",12829,2003-09-04,"MAZIWA",6.4,"(6,9]",7,"FORAGE",1,0,0
"53001",12830,2003-09-04,"MAZIWA",8.8,"(6,9]",9,"REST",4,0,0
"53005",12831,2003-09-04,"MAZIWA",8.2,"(6,9]",9,"TRAVEL",1,0,0
"53006",12832,2003-09-04,"BONY HERRING",NA,NA,21,"UNKNOWN",9,0,0
"53015",12833,2003-09-04,"BONY HERRING",10.5,"(9,12]",8,"TRAVEL",5,0,0
"53020",12834,2003-09-06,"MAZIWA",7,"(6,9]",8,"FORAGE",1,0,0
"53021",12835,2003-09-06,"MAZIWA",6.7,"(6,9]",5,"TRAVEL",1,0,0
"53022",12836,2003-09-06,"MAZIWA",5.8,"(3,6]",8,"REST",2,0,0
"53024",12837,2003-09-08,"MAZIWA",5.5,"(3,6]",11,"FORAGE",2,0,1
"53026",12838,2003-09-08,"MAZIWA",7,"(6,9]",5,"REST",3,0,0
"53029",12839,2003-09-08,"BONY HERRING",8.3,"(6,9]",14,"UNKNOWN",4,0,0
"53033",12840,2003-09-08,"MAZIWA",8.8,"(6,9]",11,"FORAGE",9,0,0
"53042",12841,2003-09-08,"BONY HERRING",1.9,"(0,3]",11,"FORAGE",2,0,0
"53044",12842,2003-09-08,"BONY HERRING",6.8,"(6,9]",8,"REST",6,0,0
"53050",12843,2003-09-08,"BONY HERRING",9.8,"(9,12]",6,"REST",1,0,0
"53051",12844,2003-09-08,"MAZIWA",6,"(3,6]",5,"FORAGE",2,0,0
"53053",12845,2003-09-08,"BONY HERRING",7.6,"(6,9]",9,"REST",4,0,0
"53057",12846,2003-09-08,"MAZIWA",6.7,"(6,9]",5,"FORAGE",1,0,0
"53058",12847,2003-09-08,"MAZIWA",7.3,"(6,9]",23,"FORAGE",3,0,0
"53061",12848,2003-09-08,"BONY HERRING",11.8,"(9,12]",6,"UNKNOWN",2,0,0
"53065",12850,2003-09-08,"BONY HERRING",9.5,"(9,12]",6,"FORAGE",2,0,0
"53067",12851,2003-09-08,"MAZIWA",8.5,"(6,9]",6,"REST",2,0,0
"53069",12852,2003-09-08,"MAZIWA",9.1,"(9,12]",9,"TRAVEL",4,0,0
"53073",12853,2003-09-08,"BONY HERRING",8,"(6,9]",8,"UNKNOWN",3,0,0
"53078",12855,2003-09-09,"MAZIWA",1.7,"(0,3]",5,"TRAVEL",1,0,0
"53079",12856,2003-09-09,"MAZIWA",7.6,"(6,9]",15,"FORAGE",1,0,0
"53080",12857,2003-09-09,"MAZIWA",7.9,"(6,9]",5,"REST",1,0,0
"53081",12858,2003-09-10,"BONY HERRING",3.5,"(3,6]",13,"FORAGE",7,0,0
"53088",12859,2003-09-10,"MAZIWA",4.3,"(3,6]",5,"TRAVEL",1,0,0
"53089",12860,2003-09-10,"MAZIWA",1.5,"(0,3]",5,"REST",1,0,0
"53090",12861,2003-09-10,"BONY HERRING",6.8,"(6,9]",15,"TRAVEL",3,0,0
"53093",12862,2003-09-10,"MAZIWA",7,"(6,9]",9,"FORAGE",1,0,0
